"","title","authors","year","src","id","keywords","abstract"
"11","Review of the Status of Cyberbullying and Cyberbullying Prevention","June F Chisholm D Ph",2014,"Journal of Information Systems Education","b42f5cc2-9323-3b52-9e4b-e7d2372ac4b6","communication technologies ethics ict information interpersonal skills networking online programming social student expectations student perceptions student responsibility virtual reality","Cyberbullying may be one of the “diseases” of the 21th Century. Despite efforts to curtail its incidence and prevalence over the past 20 years, its direct and indirect harmful effects have made it a public concern about the wellbeing of children, adolescents, and adults. Empirical studies as well as psychological theories have addressed different aspects of cyberbullying (e.g. characteristics of victims, bullies, and bystanders, prevalence rates, specific types of cyberbullying behavior, gender differences, intervention/prevention strategies, legal/legislative measures, etc.). While consensus is evident in some areas researched, significant findings in other areas are inconsistent, indicative of the inherent complexities of this phenomenon and the methodological problems hampering insight into the nature of this problem and its possible solutions. The purpose of this review is to provide an overview of the current status of the research and theoretical perspectives on cyberbullying in hopes of encouraging good scholarship, improved methodologies and thoughtful inquiries to better inform educators, parents, mental health service providers, policy makers and others so that they can more effectively promote healthy online and offline behaviors among digital users. This discussion reviews the definition and characteristics of cyberbullying, its prevalence, populations affected, gender differences, theoretical perspectives and issues of intervention and prevention."
"12","Knowledge and Skill Requirements for Entry-Level IT Workers: A Longitudinal Study.","Cheryl Aasheim J Shropshire",2012,"Journal of Information Systems Education","be62f706-3f59-3cf3-894b-9510d22f66a8","computing skills interpersonal skills job skills soft skills","This paper provides an updated view of the importance of various skills and traits for entry-level IT workers, as perceived by the IT industry, based on a web-based survey administered to IT managers nationwide. The work presented in this paper is an extension of two previous studies based on a survey conducted in 2006. A new survey was conducted in 2010 that consisted of 48 skills and traits including personal and interpersonal skills, as well as technical skills. This study finds that the top 12 skills and traits for entry-level IT workers are personal and interpersonal skills with honesty and integrity ranked most highly. The top 5 technical skills have not changed considerably in the past five years. They are operating systems, security, hardware, networking, and database, which have been part of the IT core curriculum for many years. Based on the analysis of the survey, several recommendations for curricula for IT-related degree programs are provided."
"13","Improving IS Enrollment Choices: The Role of Social Support.","a Akbulut-Bailey",2012,"Journal of Information Systems Education","1f81b2d6-584e-31ed-9c2a-1c1feb34eb05","careers curriculum design and development enrollment pedagogy student perceptions","Over the last decade, enrollment in Information Systems (IS) and related programs has dropped worldwide and still remains low despite positive job market predictions. Given the significant negative consequences of low enrollments on both academia and industry, the IS community has focused its efforts on mechanisms to increase enrollments. This study investigates how such a mechanism--social support--influences students' aspirations to pursue an IS degree. More specifically, the study suggests that social support, self-efficacy, outcome expectations, and interests independently and cumulatively affect students' choice of IS as their major. (Contains 3 tables and 3 figures.)"
"14","Planning and Sprinting: Use of a Hybrid Project Management Methodology within a CIS Capstone Course","Aaron Baird Frederick J. Riggins",2012,"Journal of Information Systems Education","e1bc40eb-91fa-3ee6-b887-980eb2853034","capstone course curriculum design development project management student perceptions teaching tips","An increasing number of information systems projects in industry are managed using hybrid project management methodologies, but this shift in project management methods is not fully represented in our CIS curriculums. CIS capstone courses often include an applied project that is managed with traditional project management methods (plan first, execute second). While agile methods (adapt to change through iterations) are making inroads, little research has been conducted on using a hybrid of these two project management methods in a capstone course. In this paper, we explain the hybrid project management methods we used in four sections of an undergraduate CIS Capstone course during the Fall and Spring of the 2011-2012 academic year. We also present the results of an end-of-term student satisfaction and critical success factor survey. We find that overall satisfaction with the hybrid approach is high among our sample. We also find that more client involvement and a pragmatic approach to initial project planning are areas for future improvement. The results of our experience and survey provide lessons learned and best practices for those who wish to provide students with applied experience that combines waterfall (traditional) and Scrum (agile) project management techniques in their own courses. [PUBLICATION ABSTRACT]"
"15","Teaching Tip Using Rapid Game Prototyping for Exploring Requirements Discovery and Modeling","Nikunj Dalal",2012,"Journal of Information Systems Education","1a4c3afe-6203-33a4-b88d-6c9825e291d1","modeling requirements analysis specification systems analysis and design systems thinking teaching tip","We describe the use of rapid game prototyping as a pedagogic technique to experientially explore and learn requirements discovery, modeling, and specification in systems analysis and design courses. Students have a natural interest in gaming that transcends age, gender, and background. Rapid digital game creation is used to build computer games quickly and easily using game creation software that requires little or no programming knowledge. It enables the developer to build a quick prototype game and to view the effects of changes almost immediately. The process can be seen as learning-by-making and learning by-design, which are grounded in the learning theories of social constructivism and constructionism. Viewing the game as a system, students worked on an assignment to create a game prototype for a user, determine requirements, and specify the requirements using use-case diagrams and UML class diagrams. Students found this approach innovative, instructive, and entertaining. We describe this approach and outline its benefits. (Contains 1 table and 2 figures.)"
"16","Wiki or Word ? Evaluating Tools for Collaborative Writing and Editing","Mark Dishaw Michael a. Eierman Jakob H. Iversen George C. Philip",2011,"Journal of Information Systems Education","64fff130-4ced-3e2f-bb3b-df9d49840310","Computer-Mediated Communication (CMC) Task-Technology Fit Team Projects Technology Acceptance model (TAM) Technology-Mediated Collaboration Virtual teams","Businesses and other organizations are relying increasingly on virtual teams to perform a range of business activities. A key challenge in utilizing virtual teams is to support collaboration among team members who are separated by distance and/or time. In this paper we use a research model based on a combination of the Technology Acceptance Model (TAM) and the Task Technology Fit (TTF) model to examine two approaches to supporting students in collaboratively creating and editing a report for an introductory course in information systems. In our study, one group of students used MS Word with Track Changes turned on combined with emailing the document among students. A second group was provided access to a wiki where they created the report. Results show that students found the Word and email combination more useful and easier to use than the wiki environment in completing the project. Further, there was no perceived difference in the effort of collaboration between the two methods. This study raises questions about the widely held belief that web-based collaboration platforms are superior to emailing documents among collaborators."
"17","Teaching Case Jay ’ s Collectibles","James J Cappel Jason R Gillman",2011,"Journal of Information Systems Education","2985ac63-ac6f-3f74-9c0a-f5ce18903e11","case study data modeling systems analysis and design team projects","There is growing interest in collectibles of many types, as indicated by the popularity of television programs such as the History Channel's ""Pawn Stars"" and ""American Pickers"" and the Public Broadcasting Service's ""Antiques Road Show."" The availability of online auction sites such as eBay has enabled many people to collect items of interest as a hobby and to sell parts of their collection as a business or for extra income. As a collection grows, it becomes increasingly difficult to track through manual methods, and it is often useful to develop a computer-based system for this purpose. This case raises the possibility of developing an information system to manage a collection of sports autographs. This case may be used in a systems analysis and design, database, or systems development course to address a number of important topics such as: systems scope identification, problem and opportunity analysis, requirements analysis, data modeling, and application development. The case is designed to provoke interest and raise a sufficient level of complexity to challenge students to apply a range of systems development and database concepts. While the case addresses sports collectibles, its concepts may be applicable other types of systems, especially those involving other types of collections or ""one of a kind"" items. Since many students are likely to have at least some experience using online auction sites, following professional sports, seeing television programs about collectibles, or attending flea markets where collectibles are sold, the case builds in some way on their life experience. This teaching case enables students to discover how systems development and database concepts are applicable to a practical problem solving scenario."
"18","Procyon LLC: From Music Recommendations to Preference Mapping.","Susan J Chinn",2011,"Journal of Information Systems Education","0f593f1b-87d3-3ee3-abf2-981862babcc0","Business planning Business-to-business transactions Business-to-consumer transactions Case study E-commerce Music -- Computer network resources Music libraries Procyon LLC Strategic alignment & deployment","Procyon LLC had re-launched and renamed their music discovery site, Electra, to Capella, in 2008. Its core strength had originated from Electra's proprietary technology, which used music libraries from real people, its members, to generating ""automated word-of-mouth"" recommendations, targeted advertising and editorial content. With the re-launch, Capella's focus changed from a business-to-consumer destination site to a demonstration site for Procyon as it pursued a new business-to-business strategy. What led Procyon to make this strategic change' What products and services should it market, and to whom' This case describes the transition from music recommendation to preference mapping, and provides students with a variety of alternative partnering options to consider as they move forward. [ABSTRACT FROM AUTHOR]"
"19","The challenge of implementing an ERP system in a small and medium enterprise--a teaching case of ERP project management.(Teaching Case)(Report)","Hongjiang Xu Patrick J Rondeau Sakthi Mahenthiran",2011,"Journal of Information Systems Education","064f456f-f939-3df8-b359-05fd46d4324c","Management Research United States","Enterprise Resource Planning (ERP) system implementation projects are notoriously risky. While large-scale ERP cases continue to be developed, relatively few new ERP cases have been published that further ERP implementation education in small to medium size firms. This case details the implementation of a new ERP system in a medium sized manufacturing firm. As students explore the case, they will be required to address the many ERP-related project management, procurement, human resource, and management involvement issues raised by it. This case highlights the ERP implementation problems experienced by case company in one of their two divisions. The firm is considering whether or not to implement this same ERP system in its other division. Before proceeding, the firm's board of directors has concluded that a review of the first division ERP implementation is needed. They believe that such an assessment could provide valuable insight and lessons learned, giving rise to improvement of the second division's ERP implementation outcome."
"20","Team learning in technology-mediated distributed teams","Hayward P Andres Belinda P Shipps",2010,"Journal of Information Systems Education","32f8494c-7e73-394d-9e99-37fe3f8778ba","EDUCATIONAL technology HIGHER education LITERATURE reviews MATHEMATICAL models METHODOLOGY PROBLEM solving SOCIAL impact SOCIAL structure TEAM learning approach in education observation research social impact theory team learning technology-mediated collaboration","This study examines technological, educational/learning, and social affordances associated with the facilitation of project-based learning and problem solving in technology-mediated distributed teams. An empirical interpretive research approach using direct observation is used to interpret, evaluate and rate observable manifested behaviors and qualitative content (i.e. discussions) associated with project-based team learning. The theory of affordances and social impact theory are integrated to develop a conceptual model that asserts that collaboration mode (collocated vs. non-collocated and videoconferencing supported) will dictate the quality of information exchange, progressive elaboration of ideas, and the social processes that influence team learning. Team learning is then suggested to yield better productivity and higher perceived interaction quality. Results showed that collaboration mode can impact team information exchange and interpretation and ultimately task outcomes. Further, collaboration mode can also create a social structure that influences the capacity for a team to maintain a mutual supportive and positive climate needed for successful project-based task outcomes. The results offer some extended insights into the technology-mediated collaborative learning process among students in a higher education context as well as in organizational settings. Theoretical, methodological and practical implications of the study are discussed."
"21","An active, reflective learning cycle for e-commerce classes: Learning about e-commerce by doing and teaching","Alan S. Abrahams Tirna Singh",2010,"Journal of Information Systems Education","38f967a5-2401-350e-9f64-d2a410770206","IS curriculum design Web start-ups e-commerce entrepreneurship information systems","Active, experiential learning is an important component in information systems education, ensuring that students gain an appreciation for both practical and theoretical information systems concepts. Typically, students in active, experiential classes engage in real world projects for commercial companies or not-for-profit organizations. In the latter case, such engagements are often referred to as „service learning<U+201F> or „community-engaged education<U+201F>. In this paper, we describe a novel cap-stone information systems class where, instead of undertaking a conventional single-team, single-project experiential engagement, the students initiated a fully-fledged new not-for-profit organiza-tion from the ground up. The not-for-profit organization, The Online Business Guidebook, was founded with the mission of providing public education on how to start and grow an online busi-ness. In an unusual twist on a typical e-commerce class, the students both implemented e-commerce technologies (“active learning by doing”) and created and disseminated e-commerce training materials (“reflective learning / learning by teaching”), rather than solely being recipients of instructional resources. This paper describes the manner in which this class was run, the learn-ing outcomes set and evaluation methods used, problems encountered, and recommendations. We propose a replicable model and specific learning outcomes for information systems educators who wish to teach e-commerce classes with an active and reflective pedagogical approach."
"22","Business Education and Its Relationship to Student Personal Moral Philosophies and Attitudes Toward Profits: An Empirical Response to Critics.","DONALD O NEUBAUM MARK PAGELL J R DREXLER  JOHN A. FRANCES M MCKEE-RYAN ERIK LARSON",2009,"Academy of Management Learning & Education","39c58bb3-ab64-3dfc-90be-a89b4123b342","AGENCY theory ANDERSEN Consulting -- Officials & employees BUSINESS education BUSINESS schools BUSINESS students DECISION making EMPLOYEES ENRON Corp. -- Officials & employees ETHICS EXECUTIVES INDUSTRIAL management MORAL & ethical aspects MORAL development","Critics of business education (e.g., Ghoshal, 2005; Mitroff, 2004) place much of the blame for recent ethical scandals on the lack of moral development of managers and the amoral, ""profits-first"" theoretical underpinnings of business education. To empirically test these claims, we surveyed 1,080 business and nonbusiness students from a major research university. The results suggest that neither the personal moral philosophies of business and nonbusiness students, nor the personal moral philosophies of business freshmen and business seniors differed significantly. Based on our results, we found no evidence to support the claims of critics who suggest business education is associated with negative personal moral philosophies of students. Further, the attitudes of business freshmen and business seniors concerning profit and sustainability differed significantly, yet in the direction opposite the one Ghoshal (2005) and others would have predicted. Thus, blaming the rash of ethical scandals on the amoral and ""profits-first"" theoretical underpinnings of business school training might be too simplistic of an approach. [ABSTRACT FROM AUTHOR]"
"23","Only You Can Create Actionable Knowledge.","Milton R Blood",2006,"Academy of Management Learning & Education","bf677ec2-442e-337c-a44e-d53b945e5ce3","ACTIVE learning BUSINESS education BUSINESS schools -- Faculty CURRICULA (Courses of study) CURRICULUM change EXPERIENTIAL learning LEARNING by discovery MANAGEMENT -- Congresses PROJECT method in teaching","The article mentions the 2004 Annual Conference of the Academy of Management and comments on the concept of actionable knowledge. An example of creating actionable knowledge in teaching is a simulation used in the Rockhurst University EMBA. Business schools and faculty can increase the action potential of knowlege by making actionable knowledge a goal of course-level learning, providing reality-based simulations and problems, accepting students' experiential expertise, designing learning experiences into courses and research projects, defining the program-level goals in terms of professional skills that will be acquired, and legitimizing faculty contributions with a reward process."
"24","Introduction: The Perfect Storm and Broadened Portals--Benefits of Diversity and Inclusion in Business Schools.","Myrtle P Bell",2011,"Academy of Management Learning & Education","f82d8b98-0993-32ca-a41e-5adcabcad528","DYSLEXICS WOMEN deans (Education)","An introduction is presented for two articles in this issue, one by Susan McTiernan and Patricia Flynn titled ""Perfect Storm"" on the Horizon for Women Business School Deans? "" and another by Danny Miller with the title ""The Dyslexic Researcher: A Call to Broaden Our Portals."""
"25","Teaching Evidence-Based Management in MBA Programs: What Evidence Is There?","STEVEN D CHARLIER KENNETH G BROWN SARA L RYNES",2011,"Academy of Management Learning & Education","58916ea6-45eb-3ae9-b6e8-834b7923ea73","BUSINESS education BUSINESS schools BUSINESS teachers COURSE content (Education) CURRICULA DOCTORAL degree EDUCATION ENTREPRENEURSHIP EVIDENCE-based education EVIDENCE-based management EXECUTIVES MANAGEMENT -- Study & teaching MASTER of business administration degree ORGANIZATIONAL behavior OUTLINES STUDY & teaching UNITED States","We examine the degree to which required management courses in U.S.-based MBA programs make reference to the emerging evidence-based management (EBM) movement. More than 800 required management course syllabi from 333 programs were reviewed for either explicit reference to the concept of EBM, or verbiage within course descriptions that was consistent with teaching evidence-based management principles. In addition, instructor, course, and institution-level characteristics were examined as potential correlates of references to EBM. Using a liberal operationalization of EBM (i.e., keywords or phrases that are consistent with evidence-based management principles), results suggest that approximately 25% of core MBA management courses utilize EBM in some form. However, there are substantial differences across categories of course content and depending on whether the instructor has a PhD. Evidence-based management-consistent syllabi are most prevalent at the MBA level in organizational behavior and least in international management and entrepreneurship. Suggestions for future research, as well as an exemplary course description from an EBM syllabus, are offered. [ABSTRACT FROM AUTHOR]"
"26","Sustainable Development Through Service Learning: A Pedagogical Framework and Case Example in a Third World Context.","HOLLY H BROWER",2011,"Academy of Management Learning & Education","a18890bb-9661-32cf-82bd-83f3bb1664f0","BUSINESS education BUSINESS schools BUSINESS students COMMUNITY development DEVELOPING countries SERVICE learning SMALL business SOCIAL entrepreneurship SOCIAL responsibility SOCIAL responsibility of business SUSTAINABLE development VALUES","Because of changes in awareness, student values, and social responsibility, universities have an increasing interest in developing meaningful courses on sustainable community development and social enterprise. I suggest that the nature of these courses and the complexity of the issues are best addressed using a service-learning pedagogical approach. Two faculty members and eight students spent 1 month studying and experiencing poverty, malnutrition, education with dire lack of resources, and other social dilemmas and explored how one brings sustainable change, owned by the indigenous community. This case example of a business elective about sustainable community development in a third world country serves to illustrate the framework for delivering such content. The unique characteristics of sustainable community development are integrated with the strengths of service learning into a framework that may be used by others who might develop similar courses. Drawing on both literatures, the framework provides a powerful opportunity to experience the context in which development happens while learning the content. [ABSTRACT FROM AUTHOR]"
"27","The Master's Degree in HRM: Midwife to a New Profession?","Mitchell Langbert",2005,"Academy of Management Learning & Education","13bc6d94-21b1-3746-85ff-de094b232e6c","CURRICULA (Courses of study) EXECUTIVES PERFORMANCE PERSONNEL management SCHOLARS","Human resource master's programs lack a consistent identity. No course is required in more than 59.2% of programs, and the two most commonly offered courses are not the courses that managers favor. Part of the variability is from competition among four paradigms. Both HR scholars and HR managers favor greater emphasis on business and change management competencies, with less on technical competencies. But program directors do not anticipate change in program design. [ABSTRACT FROM AUTHOR]"
"28","Learning to Help Through Humble Inquiry and Implications for Management Research, Practice, and Education: An Interview With Edgar H. Schein.","FRANK J LAMBRECHTS RENÉ BOUWEN STYN GRIETEN JOLIEN P HUYBRECHTS EDGAR H SCHEIN",2011,"Academy of Management Learning & Education","536dc62f-a956-38ec-8101-333e9ade833e","BUSINESS education Edgar H. -- Interviews INTERPERSONAL relations MANAGEMENT -- Employee participation MANAGEMENT -- Study & teaching MANAGEMENT research MASSACHUSETTS Institute of Technology METHODOLOGY MULTICULTURALISM ORGANIZATIONAL behavior ORGANIZATIONAL governance RESEARCH SCHEIN","For more than 50 years, Edgar H. Schein, the Sloan Fellows Professor of Management Emeritus at the Massachusetts Institute of Technology's Sloan School of Management, has creatively shaped management and organizational scholarship and practice. He is the author of 15 books, including Process Consultation Revisited, Organizational Culture and Leadership, Career Anchors, Organizational Psychology, Career Dynamics, and Helping, as well as numerous articles in academic and professional journals. Novelty, clarity, and relevance have always been the guiding principles of his work. In this interview, Schein moves on from his key formative learning experiences to focusing on humble inquiry as the key to building and maintaining the helping relationship. Comprised of both a helper's attitude and behavior, humble inquiry embodies ""accessing one's ignorance"" and becoming open to what the helper and the helped may learn from each other through observation, genuine empathic questioning, careful listening, and suspension of judgment. Schein not only identifies several challenges within management research, practice, and education, but also offers provocative recommendations to those involved. [ABSTRACT FROM AUTHOR]"
"29","A Cross-Cultural Empirical Analysis of Person-Organization Fit Measures as Predictors of Student Performance in Business Education: Comparing Students in the United States and India.","James W Westerman Sita Vanka",2005,"Academy of Management Learning & Education","ec444fe4-c1ae-3abb-8894-885392f04748","BUSINESS education BUSINESS students INDIA LEARNING UNITED States","Preliminary research examining the influence of P-O fit on the effectiveness of learning, training, and development in business education indicates a potential to extend the P-O fit domain to predict student outcomes in the classroom (Westerman, Nowicki, & Plante, 2002). Our purpose in this study is to examine the effectiveness of three person-organization fit measures (values congruence, personality congruence, and work environment congruence) in predicting performance and satisfaction in management training and education crossculturally, using data sets from students in India and the United States. Data was collected from 194 students in four sections of management classes taught by four instructors from higher educational institutions in the Western U.S. and India. The results indicated that student-professor personality congruence was a significant predictor of student performance, and classroom environment congruence was a significant predictor of both student satisfaction and performance in the United States. No P-O fit measure was predictive of student outcomes in India. Results and implications are discussed. [ABSTRACT FROM AUTHOR]"
"30","Peer Review and the Social Construction of Knowledge in the Management Discipline.","Arthur G Bedeian",2004,"Academy of Management Learning & Education","bf9d89ce-64f2-3cb2-bc62-3d8456b3a4be","EMPLOYEES -- Rating of MANAGEMENT PEER review (Professional performance) SOCIOLOGY THEORY of knowledge","Prior research on the peer-review process has almost exclusively focused on its surface features--its impartiality, validity, and reliability. What has received relatively less attention is the influence of the social component that shapes the content of the discipline's published record and, in turn, determines its scientific progress. As the product of social processes, all knowledge-claims are socially constituted rather than the products of an absolute truth. Taking a sociology-of-knowledge perspective, I argue that the social processes underlying the peer-review process warrant closer scrutiny. In doing so, I contend that there must be a balancing of the inevitable author-editor-referee tensions operating throughout the editorial process so as to ensure that a clear authorial voice is preserved. I offer suggestions for assuring the integrity of the scientific enterprise, while respecting the prerogatives and ethics of authorship. [ABSTRACT FROM AUTHOR]"
"31","Leveraging the Financial Crisis to Fulfill the Promise of Progressive Management.","WITOLD J HENISZ",2011,"Academy of Management Learning & Education","d4c4484e-b6dd-380d-a5a0-9b15e2c29bcb","BUSINESS schools DECISION making EDUCATION -- Philosophy EDUCATIONAL change FINANCIAL crises INSTITUTIONAL theory (Sociology) LEGITIMATION (Sociology) MANAGEMENT NEOLIBERALISM ORGANIZATIONAL behavior PHILOSOPHY RESISTANCE to change SOCIAL constructionism SOCIOECONOMICS UNCERTAINTY","The financial crisis has the potential to unite two long-simmering threats to the legitimacy of business school research and pedagogy into a single conflagration. Business schools have come under increasing attack for their espousal of a strong form neoliberal belief system rooted in the discipline of economics and a lack of attention to practical and, in particular, heterogeneous national institutional contexts. A key insight emerging from a growing chorus of retrospective analyses of the crisis is the need for research and pedagogy to draw upon the breadth of social sciences to inform decision making under uncertainty and more prominently features cross-national variation in institutional context as well as systemic linkages between the behavior of individuals, organizations, academics, regulators and policy makers. While business schools are theoretically ideally positioned to offer such innovation and have done so in the past, the institutional barriers to change are substantial. Drawing on paired historical narratives of institutional changes to business schools and economic policy making, I outline a political strategy that leverages neoliberalism's legitimacy crisis to forge alliances with government and civil society actors who share an interest in fulfilling the promise of progressive management. [ABSTRACT FROM AUTHOR]"
"32","Behavioral Coursework in Business Education: Growing Evidence of a Legitimacy Crisis.","Sara L Rynes Christine Quinn Trank Anne M Lawson Remus Ilies",2003,"Academy of Management Learning & Education","b47c1284-414c-3bee-8bb4-d0d8e5f3b5dd","BUSINESS education BUSINESS students EMPLOYEE recruitment EMPLOYERS JOB hunting PROFESSIONAL education","Business recruiters generally report seeking to hire well-rounded students who have not only technical knowledge and skills, but also behavioral ones. However, business students appear to be somewhat skeptical of this claim. One reason for this skepticism may be students' attention to recruiter signals concerning the importance of behavioral knowledge and skills during the recruitment and selection process.  In an attempt to determine whether the addition of significant behavioral coursework to a student's portfolio enhances recruiters' assessments of student employability, we conducted two studies using different methodologies. Results showed that when asked directly about their preferences (Study 1), a clear majority of recruiters (78%) indicated that they preferred business graduates who supplemented functional-area (e.g., finance, accounting) coursework with equivalent amounts of behavioral coursework. However, when evaluating specific student resumes (Study 2), recruiters gave the same employability ratings to students who took only functional courses as to those who focused both on functional and behavioral courses. Our results are discussed in the context of growing evidence that behavioral science is regarded as a marginal topic both in business and in business education. [ABSTRACT FROM AUTHOR]"
