206,1,Accounting Education,Moral Intensity and Ethical Decision-making: An Empirical Examination of Undergraduate Accounting and Business Students,2008,18,1, 75-97,75,97,http://www.tandfonline.com/doi/full/10.1080/09639280802009454#abstract,ethics decision theorised consist stages identification ethics dilemma ethics judgement ethics intentions ethics actions moral intensity situation influence ethics decision process survey consisting scenarios relationship moral intensity stages ethics decision process undergraduate accounting business student nature ethics dilemma scenarios impacted moral intensity ethics decision process moral intensity multi dimensional social consensus component moral intensity strongest relationship ethics decision process accounting nonaccounting student gender future,Sweeney, Breda,Costello, Fiona,,,,,,,,,,,,,,
213,1,Accounting Education,Transitory or Persistent? The Effects of Classroom Ethics Interventions: A Longitudinal Study,2008,18,3, 273-289,273,289,http://www.tandfonline.com/doi/full/10.1080/09639280802217990#abstract,ethics intervention graduate course accounting moral reasoning gains transitory persistent test instrument accounting defining test adit assess intervention student adit intervention repeated task intervention completion course gains moral reasoning ability persistent diminished student accept professional responsibilities appropriately ethics intervention whilst fostering persistent gains moral reasoning ability professional ethics socialization tool,Welton, Ralph   E.,Guffey, Daryl   M.,,,,,,,,,,,,,,
225,1,Accounting Education,An Empirical Analysis of the Positive Impact of Ethics Teaching on Accounting Students,2008,18, 4-5, 505-520,505,520,http://www.tandfonline.com/doi/full/10.1080/09639280802532158#abstract,releases international federation accounting ifac ethics education academic institutions employ varying varying ethics teaching business accounting degree teaching ethics accounting student beneficial commencement semester class student ethics scenarios ethics decision student subject ethics instruction weeks class ethics scenarios instances mean ethics instruction methodologies subjects verified methodologies impacted hypothetical ethics decision hence appears ethics education beneficial challenge,O'Leary, C.,,,,,,,,,,,,,,,,
231,1,Accounting Education,Impact of an Ethics Presentation Used in the USA and Adapted for Italy,2009,19,3, 309-322,309,322,http://www.tandfonline.com/doi/full/10.1080/09639280802532109#abstract,twofold ethics presentation italian school change student perceptions ethics previously published student ethics presentation previously smith smith mulig journal business ethics accounting business class internet adapted class italy usa italy financial scandals corporate failures italian penal laws prevent future financial frauds limits laws accomplish ethics presentation teaching student ethics impact presentation italian student impact presentation italy usa student countries regard ethics topic,Canarutto, Gheula,Smith, Katherine   T.,Smith, L.   Murphy,,,,,,,,,,,,
253,1,Accounting Education,Incorporating Sustainability into Accounting Curricula: Lessons Learnt From an Action Research Study,2009,19, 1-2, 159-178,159,178,http://www.tandfonline.com/doi/full/10.1080/09639280802044451#abstract,chronicles journey project incorporate principles sustainabledevelopment predominantly technical postgraduate accounting curricula design delivery project informed freirian principles praxis critical empowerment sustainability material core technical accounting unit elective unit student social employers terms objective bringing reflexivity class project marked success permanent curriculum change hampered predominantly vocational orientation student cohorts traditionally technical professional bodies competing educational reform agendas vocational skills difficulties sustainability penetrating already overcrowded curricula,Hazelton, James,Haigh, Matthew,,,,,,,,,,,,,,
264,1,Accounting Education,The Impact of Ethical Orientation and Gender on Final Year Undergraduate Auditing Students' Ethical Judgments,2010,20,2, 187-201,187,201,http://www.tandfonline.com/doi/full/10.1080/09639284.2011.557493#abstract,possibility auditing student ethics judgment affected factors namely ethics orientation gender idealistic student judged unethical strictly idealistic student relationship ethics orientation ethics judgment relationship gender ethics judgment males females classified idealists inform auditing teacher discriminating student ethics orientation gender stimulating student resolution ethics dilemmas,Ballantine, Joan,Mccourt, Patricia,,,,,,,,,,,,,,
293,1,Accounting Education,A Longitudinal Study of Accounting Students' Ethical Judgement Making Ability,2011,21,3, 215-229,215,229,http://www.tandfonline.com/doi/full/10.1080/09639284.2011.562012#abstract,moral education program ethics judgement ability school student program comprises forms intervention dedicated ethics course practical training accounting student malaysian universities longitudinal data collection ethics course ethics course months practical training james rest defining test dit instrument rest moral development advances theory praeger employed scores calculated data collection general linear modeling repeated measure employed subjects accounting program ethics judgement ability accounting program elevate ethics judgement ability practical training contributed socialisation interaction work environment determinants improvements principled reasoning,Saat, Maisarah Mohamed,Porter, Stacey,Woodbine, Gordon,,,,,,,,,,,,
306,1,Accounting Education,Gender and Performance in Accounting Examinations: Exploring the Impact of Examination Format,2011,21,5, 471-487,471,487,http://www.tandfonline.com/doi/full/10.1080/09639284.2011.650447#abstract,question choice questions favour student group male female student data belgium existence gender performance male female student choice constructed response questions financialaccounting examinations motivated student accounting class changes gender mix accounting class debates assessment female student outperform male student answering questions formats superiority choice questions diminished constructed response questions choice questions favour male student female student hold restrict choice constructed response questions general content exercise diminishing undergraduate postgraduate student prompt assessment cautious planning assessment student,Arthur, Neal,Everaert, Patricia,Arthur, Neal,Everaert, Patricia,,,,,,,,,,
313,1,Accounting Education,The Teaching of Ethics in Undergraduate Accounting Programmes: The Students' Perspective,2011,21,6, 599-613,599,613,http://www.tandfonline.com/doi/full/10.1080/09639284.2012.725638#abstract,solicits student assess goals teaching ethics undergraduate accounting programmes survey interviews opinions undergraduate student school perception ethics preferred teaching delivery student regard ethics teaching stand alone ethics course preferred teaching curriculum student benefits compartmentalised learning ethics reasons student attributed ethics learning concluded ethics treated wider employability agenda student future careers,Graham, Alan,Graham, Alan,,,,,,,,,,,,,,
315,1,Accounting Education,A Framework for the Pedagogy of Accounting Ethics,2012,22,1, 1-17,1,17,http://www.tandfonline.com/doi/full/10.1080/09639284.2012.698477#abstract,faculty tasked revising accounting curriculum incorporate ethics component experiences literature framework pedagogy accounting ethics extant literature cumulative literature fashion helpful teacher inclusion modification ethics instruction accounting curriculum framework serves literature goal continuous refinements,Apostolou, Barbara,Dull, Richard   B.,Schleifer, Lydia   L. F. ,,,,,,,,,,,,
317,1,Accounting Education,Developing Learning Objectives for Accounting Ethics Using Bloom's Taxonomy,2012,22,1, 44-65,44,65,http://www.tandfonline.com/doi/full/10.1080/09639284.2012.698478#abstract,core knowledge learning objectives accounting ethics education bloom taxonomy educational objectives learning objectives content codes ethics conduct corporate governance accounting professional moral development classical ethics theories decision modeling defining core knowledge reasons accounting teacher debate ethics apparently unaware body ethics knowledge knowledge needs imparted class ensue agreement learning objectives development assessment tool student ethics knowledge accounting teacher accountable student learning,Kidwell, Linda   A.,Fisher, Dann   G.,Braun, Robert   L.,Swanson, Diane   L.,,,,,,,,,,
330,1,Accounting Education,Sustainability + Accounting Education: The Elephant in the Classroom,2012,22,4, 308-332,308,332,http://www.tandfonline.com/doi/full/10.1080/09639284.2013.817795#abstract,sustainability sustainabledevelopment agenda presence papers recognising critical interaction sustainability accounting financial indeed social science muted response apparent accounting education literature literature unexpected unexpected difficulty accounting financial teachers demanding ideas accounting financial student class gainsaying considerable impediments innovation explicitly polemical essay seeks difficulty sustainability approached represented literature class contention unless sustainability keeping awake night seeks contention example undergraduate course explicitly stop student sleeping peacefully,Gray, Rob,,,,,,,Verstegen, Bernard,,,,,,,,
333,1,Accounting Education,Corporate Responsibility to Respect Human Rights and Business Schools' Responsibility to Teach It: Incorporating Human Rights into the Sustainability Agenda,2012,22,4, 391-412,391,412,http://www.tandfonline.com/doi/full/10.1080/09639284.2013.817791#abstract,preamble universal declaration humanrights undhr calls every organ society teach educate promotion rights contains businessschool systematic critical humanrights content accounting business curricula oversight problematic grows burgeoning size power multinational corporations nation states case multinational corporations complicit humanrights violations corporate roles provision state services shift humanrights duties responsibilities accountability nation states corporations nations voluntary standards international protocols bring undhr bear business activity universal humanrights apparatus discourse impacting corporations responsibilities protection promotion humanrights sustainabledevelopment emerging business humanrights discourse challenges dominant ideology businessschool resisted moral pragmatic case humanrights business accounting education tertiary professional principles underpin humanrights accounting business curricula exploring articulation humanrights sustainability discourses,McPhail, Ken,,,,,,,,,,,,,,,,
364,1,Accounting Education,Beyond Gender Performance in Accounting: Does Personality Distinction Matter?,2013,23,4, 343-361,343,361,http://www.tandfonline.com/doi/full/10.1080/09639284.2014.930693#abstract,questions contradictory gender performance accounting gender mutually homogeneous group combination gender personality types balanced picture academic performance accounting dichotomous gender variable covers group mutually heterogeneous diluting gender academic performance management accounting group personality characteristics female male student robust picture showing gender personal preferences performance performance independent personality preferences comes ability preparation lectures lectures interest subject degree difficulty subject,Fallan, Lars,Opstad, Leiv,,,,,,,,,,,,,,
365,1,Accounting Education,Ethics Education in the Australian Accounting Curriculum: A Longitudinal Study Examining Barriers and Enablers,2013,23,4, 362-382,362,382,http://www.tandfonline.com/doi/full/10.1080/09639284.2014.930694#abstract,significance ethics accounting professional evidenced seminal events witnessed collapse corporations enron worldcom regulatory interventions sarbanesoxley usa clerp australia calls ethics interventions accounting curriculum project objectives nature ethics education australian accounting curriculum analyse barriers ethics education soliciting opinions heads departments school australian universities empirical evidence universities responded ethics education ethics intervention failed ethics education intervening data qualified staff opportunities represent obstacles enhancement ethics education,Dellaportas, Steven,Kanapathippillai, Sutharson,Khan, Arifur,Leung, Philomena,,,,,,,,,,
391,1,Accounting Education,Improving Ethical Attitudes or Simply Teaching Ethical Codes? The Reality of Accounting Ethics Education,2014,24,4, 275-290,275,290,http://www.tandfonline.com/doi/full/10.1080/09639284.2015.1036893#abstract,ethics instruction critical accounting education accounting ethics teaching actually instil core ethics values simply catalogue student confronted accounting ethics dilemmas extends literature distinguishing moral ethics legal ethics matters ethics training cohort accounting student ethics training ethics scenarios half moral nonlegal half contained legal moral components ethics instruction scenarios ethics attitudes legal moral attitudes moral questions purport ethics instruction queries benefits accounting ethics education ethics principles ignored prevent obvious accounting wrongdoings accounting ethics training needs reassessed true ethics,Cameron, Robyn Ann,O'Leary, Conor,,,,,,,,,,,,,,
395,1,Accounting Education,Factors Influencing the Presence of Ethics and CSR Stand-alone Courses in the Accounting Masters Curricula: An International Study,2014,24,5, 361-382,361,382,http://www.tandfonline.com/doi/full/10.1080/09639284.2015.1051562#abstract,web content curriculum subjects accounting auditing masters eduniversal ratings businessschool world influence exerted factors accounting program ethics corporatesocialresponsibility csr stand alone course optimistic outlook accounting auditing masters ranked eduniversal ratings stand alone course ethics csr presence ethics csr stand alone subjects accounting auditing masters partially explained size cultural influence exerted geographical location,Jorge, Manuel Larrã?n,Peã?a, Francisco Javier Andrades,Reyes, Marã•_a Josã•© Muriel de los,,,,,,,,,,,,
513,3,Decision Sciences Journal of Innovative Education,A Reference Model for Sustainable E-Learning Service Systems:Experiences with the Joint University/Teradata Consortium,2010,8,1, 151-189,151,189,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-4609.2009.00250.x/abstract,learning service system fail true sponsored joint industry school consortia economic investments required front industry school consortia reference modeling validated experiences old teradata school network reference modeling sustainability capabilities partner application faculty student learning service system validation reference modeling mapping literature advances learning service system infrastructures capabilities outcome validation step capability assessment questions consortia,Demirkan, Haluk ,Goul, Michael,Gros, Mary,,,,,,,,,,,,
518,3,Decision Sciences Journal of Innovative Education,Does the MBA Experience Support Diversity? Demographic Effects on Program Satisfaction*,2010,8,2, 391-415,391,415,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-4609.2010.00267.x/abstract,data graduates mba program age gender ethnicity predicted student perceptions mba experience women minorities program costs availability financial factors program enrollment decision caucasian males predictor studentsa perceptions educational experience mba program time time time program favorably diversity measures age gender ethnicity predictors perception minimum mba program presently consistently inhibit diversity percentage women minorities comprise undergraduate population maintaining path program accessibility enrollment problem mba program perhaps near future demographics education mba program mba program,Arbaugh, J. B. ,Bento, Regina,Hwang, Alvin,,,,,,,,,,,,
533,3,Decision Sciences Journal of Innovative Education,MBA Program Trends and Best Practices in Teaching Sustainability: Live Project Courses,2011,9,3, 349-369,349,369,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-4609.2011.00315.x/abstract,modeling live sustainability consulting project mba curriculum nurture functional faculty collaboration student proving ground challenges ethics management forms capital lay foundation evolution sustainability businessschool evidence opportunity decision science scholars role facilitators wave pedagogy publicly data rank businessschool integration sustainability mba program experiences project clients client student feedback anecdotal evidence success development live project consulting course case scalability pedagogy deliver live project stand alone course curriculum,Sroufe, Robert,Ramos, Diane,,,,,,,,,,,,,,
539,3,Decision Sciences Journal of Innovative Education,Socioeconomic Statusa?? and Gender-Based Differences in Studentsa?? Perceptions of E-Learning Systems,2011,9,3, 421-436,421,436,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-4609.2011.00320.x/abstract,universities pursuing course offerings offsetting rising costs quality educational opportunities serving student populations enrollments online course always sufficient cover costs enrollments marketing campaigns targeted demographic group look studentsa perceptions learning system enrollment online course vary socioeconomic gender online course working class student learning system middle class peers genders armed knowledge universities online course enrollments marketing online course working class student campaigns aimed middle class studentsa perceptions learning system,Albert, Leslie Jordan,Johnson, Camille S.,,,,,,,,,,,,,,
564,3,Decision Sciences Journal of Innovative Education,Applying Diversity Management Concepts to Improve the Minority Educational Pipeline,2012,10,4, 473-494,473,494,http://onlinelibrary.wiley.com/doi/10.1111/j.1540-4609.2012.00361.x/abstract,objective conceptual diversity management paradigms extend goal minority representation management education learning diversity management paradigm thomas ely harvard business integrates diverse individuals underrepresented minority shortage progressive stage education pipeline school solutions studentsa educational experience motivation social environment solutions target minority underrepresentation goal ultimately proportion minorities phd pool subsequently management professoriate,Oguntebi, Joy ,Shcherbakova, Maria,Wooten, Lynn P.,,,,,,,,,,,,
590,3,Decision Sciences Journal of Innovative Education,Sustainable Procurement: Integrating Classroom Learning with University Sustainability Programs,2013,11,3, 279-294,279,294,http://onlinelibrary.wiley.com/doi/10.1111/dsji.12007/abstract,organizational pressure stakeholders sustainability demand sustainability education training procurement group remain drivers sustainability strategies placing pressure universities sustainability concepts business curriculum replicable educational modeling student learn sustainable procurement concurrently promoting sustainability school community,Goldschmidt, Kyle ,Harrison, Terry ,Holtry, Matthew,Reeh, Jeremy,,,,,,,,,,
630,3,Decision Sciences Journal of Innovative Education,Behavioral Ethics and Teaching Ethical Decision Makinga??,2015,13,3, 431-458,431,458,http://onlinelibrary.wiley.com/doi/10.1111/dsji.12071/abstract?campaign=woletoc,businesseducation renders student ethically infusion liberal learning behavioral ethics situation prompting student professionalism encompass ethics social responsibility self critical reflection personal accountability teaching behavioral ethics draws psychology sociology fields studentsa ethics decision ethics climate organizational society concepts behavioral ethics teaching behavioral ethics impact material teach concepts action instruction evidence preliminary incomplete teaching behavioral ethics promising ethicality studentsa decision actions,Drumwright, Minette ,Prentice, Robert,Biasucci, Cara,,,,,,,,,,,,
827,3,INFORMS: Transactions on Education,Embedding a Sustainability Module Into Quantitative Business Courses,2012,13,1, 44-56,44,56,http://pubsonline.informs.org/doi/abs/10.1287/ited.1120.0087,businessschool face pressure incorporate sustainability ethics curricula themed class topic class embed stand alone module sustainability supply chain management quantitative course graduate core operations class undergraduate concentration class managementscience module student tool energy usage resultant greenhouse gas ghg emissions product process student supply chain carbon auditing software question student module objective exploratory survey student delivery unbiased module adds value learning experience class instructor preparation readers freely download material course prove modules sustainability subtopics quantitative course relationship analytical qualitative decision decision involve ethics environmental,Cholette, Susan,Roeder, Theresa,,,,,,,,,,,,,,
909,5,International Journal of Management Education,Diversity courses in management education: A game experimental approach to the assessment of course needs,2013,11,3,163-173,163,173,http://www.sciencedirect.com/science/article/pii/S1472811713000293,response design implementation diversity course businessschool started needs assessments topic priority needs assessment rely self attitudinal measures potentially plagued self presentation social desirability biases self unobtrusive observations behaviour self presentation needs assessment framework describing trust game dictator game experimental economic measure discrimination distinguish stereotypes prejudice diversity training accordingly behavioral measures complement attitudinal measures needs assessment process recommendation emanating diversity teacher businessschool rely self measures behavioral indicators design diversity course program,"Volk, Stefan",,,,,,,,,,,,,,,,,
926,5,International Journal of Management Education,Helping students to see for themselves that ethics matters,2014,12,2,177-185,177,185,http://www.sciencedirect.com/science/article/pii/S1472811713000268,business ethics education experiencing renaissance recurring corporate scandals malpractice ensured universities subject component business degree course professional ethics curriculum businessschool standalone ethics course showing seriously responsibility generation managers business track record transparency accountability sustainabledevelopment learning bring improvements business ethics learning school holistic ethics teaching student encouraged ethics knowledge skills personal value system ethics something apart terms reference pedagogic student critical consciousness student learning student actively concepts amongst environment speak freely qualitative interviews undergraduates compulsory professional ethics module impact attitudes behaviours,Jagger,Suzy,Volkman,Richard,,,,,,,,,,,,,,
958,5,International Journal of Management Education,"Self-efficacy, entrepreneurial intentions, and gender: Assessing the impact of entrepreneurship education longitudinally",2014,12,3,561-570,561,570,http://www.sciencedirect.com/science/article/pii/S1472811714000512,role entrepreneurship education strengthening entrepreneurship self entrepreneurship intentions nature relationship student intentions pursue entrepreneurship career role gender moderating relationship data semester introductory entrepreneurship course group male student entrepreneurship intentions change gender subgroup correlation showing relationship moderated gender gender imply entrepreneurship education program reaching females redesigned,Shinnar,Rachel S,Hsu,Dan K,Powell,Benjamin C,,,,,,,,,,,,
1004,1,Issues in Accounting Education,Project Earnings Manipulation: An Ethics Case Based on Agency Theory,2000,15,1, 89-103,89,103,http://aaajournals.org/doi/abs/10.2308/iace.2000.15.1.89,impact accounting information ethics behaviour extensively documented agency theory accepted behavioral perspective absence instructional material accounting education literature ties ethics agency theory context objective case control system ethics agency theory context student reactions prohibited unmonitored cost allocation action case positioned fill void accounting course covers agency theory management control system,Cohen, Jeffrey R.,Pant, Laurie W.,Sharp, David J.,,,,,,,,,,,,
1014,1,Issues in Accounting Education,_Ê_Glass Walls_Ê in Academic Accounting? The Role of Gender in Initial Employment Position,2000,15,3, 371-391,371,391,http://aaajournals.org/doi/abs/10.2308/iace.2000.15.3.371,gender interacts quality doctoral training influence likelihood accounting faculty candidates obtaining employment institutions accounting doctoral program data hasselback accounting faculty directory female candidates trained tier bottom tier doctoral program equally male candidates attain appointments doctoral school female candidates trained middle tier doctoral program male counterparts positions robust external doctoral program rankings partition data sensitivity self,Collins, Denton L.,Reitenga, Austin,Collins, Allison B.,Lane, Scott,,,,,,,,,,
1093,1,Issues in Accounting Education,To Tell or Not to Tell: An Auditing Case in Ethical Decision Making and Conflict Resolution,2003,18,4, 397-407,397,407,http://aaajournals.org/doi/abs/10.2308/iace.2003.18.4.397,case resolve fictitious ethics dilemma assume role audit manager national cpa firm scenario whereby learn cfo bell manufacturing audit client cfo entered states worked false pretenses audit client illegal alien cfo citizenship audit work bell manufacturing failed documents required federal law certify eligibility employment case requirements primer professionalism ethics decision audit environment case requirements ask establish baseline position outlining reaction impact information auditor responsibilities electronically search authoritative literature covering illegal acts client standards fraud code professional conduct researching issue memo audit partner detailing recommendation resolution issue completion case development ethics analytical communication skills preparing practice cpa exam,Keim, Mary Thomas,Grant, C. Terry,,,,,,,,,,,,,,
1097,1,Issues in Accounting Education,Incorporating Ethics and Professionalism into Accounting Education and Research: A Discussion of the Voids and Advocacy for Training in Seminal Works in Business Ethics,2004,19,1, 7-26,7,26,http://aaajournals.org/doi/abs/10.2308/iace.2004.19.1.7,companies stock market audit firms accounting professional federal regulators shaken near daily revelations earnings restatements confessions financial instability firms certified ongoing entities guilty plea auditor criminal conviction audit firm statutory reform policies financial reporting stricter regulatory requirements audit firms reform dust settles statutes regulations rules auditors educate left question auditors willing types financial reporting decision produced fundamentally unfair inaccurate portraits companies auditing question exploration ethics education businessschool school accountancy voids training seminal works future accounting auditors dilemmas face resolve dilemmas voids literature business ethics accompanying future direction importantly list works accounting student degree program inculcate ethics professional,Jennings, Marianne M.,,,,,,,,,,,,,,,,
1098,1,Issues in Accounting Education,An Inventory of Support Materials for Teaching Ethics in the Post_ÊEnron Era,2004,19,1, 27-52,27,52,http://aaajournals.org/doi/abs/10.2308/iace.2004.19.1.27,enron annotated bibliography resources accounting professors wish design stand alone course accounting ethics wish component ethics traditional course curriculum resources listed classics withstood test time contain information resources listed texts reference works commercial books academic professional articles electronic resources film internet websites resources listed subject matter permit topical observations course design curriculum content instructional methodology,Thomas, C. William,,,,,,,,,,,,,,,,
1099,1,Issues in Accounting Education,A Note on Ethics Educational Interventions in an Undergraduate Auditing Course: Is There an _Ê_Enron Effect_Ê?,2004,19,1, 53-71,53,71,http://aaajournals.org/doi/abs/10.2308/iace.2004.19.1.53,accounting scandals ensuing crisis confidence public accounting professional challenge accounting teacher incorporate ethics accounting course moral reasoning abilities student accounting student ability reason moral dilemmas minimize future judgment errors accounting auditing educational interventions undergraduate auditing course student moral reasoning course moral reasoning scores interventions semesters occurring pre enron occurring enron accounting context scores semesters thorne accounting ethics dilemma instrument aedi general moral reasoning scores rest defining test dit enron semester aedi scores robust semesters corresponding dit scores student dit scores aedi scores contrary thorne educational interventions equally pre enron enron semesters indicating absence enron,Earley, Christine E.,Kelly, Patrick T.,,,,,,,,,,,,,,
