"","title","authors","year","src","id","keywords","abstract"
"1035","Collaborating with Students to Create GVV Curriculum","Minette E Drumwright",2011,"Journal of Business Ethics Education","9efdbdcb-51fd-327b-8696-f293a52adb9b",NA,"The Giving Voice To Values (GVV) curriculum demonstrates that effective cases do not necessarily need to be massive tomes that are long, technical, and laborious to read. That said, continually refreshing any course, but especially a course that deals with ethics, with cases that are relevant and compelling to students can be a challenge for a variety of reasons. Some of these reasons are common to many of the business disciplines, and some are unique to ethics. Using the case writing assignment in an internship course has been amazingly effective both as an educational experience and as a means of generating new curriculum material. The case writing assignment adds an intellectual component to the internship experience and insures that the students have substantive conversations with some professionals whom they would like to get to know. Some of the cases that the students have generated have been quite good, and in fact, a few of them are posted on the GVV Website and have been used in multiple countries."
"1036","A Pathway for Educating Moral Intuition : Experiential Learning Within the Giving Voice To Values Curriculum","Christopher P Adkins",2011,"Journal of Business Ethics Education","1d7ec33b-642d-3e38-a88e-aa6d82c67212",NA,"Despite the emphasis on moral intuition in the research literature, little attention has been given to the ways in which moral intuition can be educated within management settings (Dane & Pratt 2007). In this paper, I discuss an experiential learning approach that links Robin Hogarth's (2001, 2008) work on the learning of intuition with Mary Gentile's (2010) educational program on values-based leadership, Giving Voice To Values (GVV). Building on Hogarth's proposal that intuitions are primarily acquired and thus shaped by our experiences, GVV offers a pedagogical framework for reflective, experiential learning. Specific attention is given to the themes of learning environments, how these structures shape intuitions, and how students can identify these structures using the GVV emphasis on examination of past experiences."
"1037","A Social Innovation Based Transformative Learning Approach to Teaching Business Ethics","Mario Fernando",2011,"Journal of Business Ethics Education","e2d7ad7b-2f71-3f77-8a0b-707c042d2af3","1 academic literature approaches to teaching business been a topic of both the popular and business ethics ethics from the growing interest in in business schools has social innovation the social issues stemming the teaching of ethics transformative learning","The paper explains the application of a Social Innovation Based Transformative Learning (SIBTL) pedagogical approach in an undergraduate, final year business ethics course taught at an Australian university. Using social innovation as an enabling process to extend students' cognitive, behavioural and managerial competencies in an integrated manner, the paper describes how the SIBTL approach helps ethics teachers to promote students' ethical action."
"1038","Assessing Students ’ Knowledge Through Giving Voice To Values : From Individuals to Cohorts","Cynthia Ingols",2011,"Journal of Business Ethics Education","b2b76f70-ad62-3cea-b604-6435f85449ad",NA,"There was a momentary silence as the faculty considered the implications of the data. It was the 2007 Assessment of Learning (AOL) workshop at the School of Management, Simmons College, and faculty had just learned that students had not performed well across several categories related to ethics and the school's mission of educating women for principled leadership. The data moved the deans and faculty to act quickly and by January following the December AOL workshop, several faculty were working with Mary Gentile to apply the Giving Voice To Values (GVV) methodology to specific disciplines within the MBA curriculum. By January, 2008, interested faculty members were working with Gentile to incorporate GVV into their courses. In the August, 2008, Foundations' Orientation Program, students were introduced to GVV through a lecture and a case discussion. This modest beginning opened the door to the eventual integration of GVV into five core courses in the MBA Program."
"1039","Recalibrating Ethical Dilemmas Using the “ Fixes That Fail ” Archetype","Tracy Noga Laurie W Pant Lewis Shaw",2011,"Journal of Business Ethics Education","ff19bf3c-ffab-3209-9657-33b10d00eae2","business ethics causal loops teaching ethics","People frequently make ethical choices they later regret. Causal Loop Archetypes offer a basic systems framework for analyzing the unintended consequences of personal and professional ethical decisions. Pressure or enticement or defensiveness can stymie individuals' rational sense-making. Causal Loop Thinking, and in particular the ""Fixes That Fail"" Archetype, draw on the familiar decision model of identifying the problem, specifying the alternative courses of action and their consequences, to guide our final choice. As students grapple with their own conflicts and business school faculty look for tools to anticipate professional ethical dilemmas, Causal Loop Thinking can expand our awareness of the context of choices and actions, thus leading to a more fully assessed decision."
"1040","Giving Voice To Values : A Framework to Bridge Teaching and Research Efforts","Jane Cote Jerry Goodstein Claire K Latham",2011,"Journal of Business Ethics Education","bd33d9f6-1763-3ef1-b2b7-4afc8b58e30d","accounting ethics giving voice to values restorative justice","Giving Voice To Values (GVV) serves as a framework to teach individuals methods to speak up when they witness actions that are contrary to their professional and personal values. This essay illustrates how GVV serves as a catalyst to advance both research and teaching activities."
"1041","The Relationship of Ethics and Law in Governing the Game of Business","Brian H Kurbjeweit",2011,"Journal of Business Ethics Education","3b4eddac-acee-33bd-9fba-60c9f623d9cb","business ethics business game business law interpretation law legal legal regulations personal responsibility relationship of ethics and social responsibility","A concept for teaching business ethics and its relationship with business law is developed. Legal regulations form the essential boundaries of the business game. Many students do not realize the degree to which law is dependent upon ethical actors to achieve its objectives. At least three examples are insightful in this regard: First, the interpretive requirements of legal rules often rely on the ethical character of the interpreting business actor to achieve their objectives. Second, law does not prohibit harms from occurring, it only associates costs with behaviors. Third, law cannot compensate society for non-fungible harms. Legal regulations do not sustain the orderly function of society without ethical business actors. [PUBLICATION ABSTRACT]"
"1043","Charting Your Own Route : Developing Your Own Giving Voice To Values Cases","Mary Shapiro",2011,"Journal of Business Ethics Education","1082993f-20a4-3c29-84d1-d693c504e5e9",NA,"Even with the rich inventory of GVV cases available, faculty may want to develop their own teaching materials. One option is to add GVV questions onto current teaching notes for existing cases to bring in an ethical dimension or to flesh out the complexity of a decision. Another option is to write your own case entirely. This article discusses the benefits of both paths, and shares best practices for doing so."
"1044","Book review: blind spots: why we fail to do what’s right and what to do about it","Charles Crawford",2011,"Journal of Business Ethics Education","a2cbdf17-cb44-323a-9d73-c84aa972fc6f","BJ Ethics HF Commerce","Charles Crawford looks into the theories behind why our behaviour is not always as ethical as we think it might be, and the growing policy trend of ’nudging’ personal choices."
"1173","Integrating Giving Voice To Values Across the MBA Curriculum : The Case of Simmons School of Management","Špela Trefalt",2011,"Journal of Business Ethics Education","d41754ed-872f-300a-a285-03daadeff17b",NA,"The idea of curriculum integration dates back to the early 19th century, when it was focused on primary education (Bailey 2011). An integrated curriculum spans the boundaries between traditional areas of knowledge and uses themes or phenomena to teach a variety of subjects. It is student centered, rather than instructor or topic centered (Bailey 2011) and capitalizes on the ways in which the brain learns (Caine & Caine 1994) by enabling the students to make connections across a variety of ideas. Simmons School of Management educates women for power and principled leadership. Their focus on ethics and social responsibility is part of their DNA. In 2008, they strengthened their emphasis on educating principled leaders by adding the GVV curriculum to their existing required course that covered ethics (Leadership, Governance and Accountability) and integrating it across a number of the required MBA courses."
"1174","Essentials of Business Ethics. Creating an Organization of High Integrity and Superior Performance","Fiona Harris",2009,"Journal of Business Ethics Education","69473d59-9492-3c5f-8746-46e8be4f85a1",NA,"Essentials of Business Ethics: Creating an Organization of High Integrity and Superior Performance, by Dennis Collins, is reviewed."
"1175","Book Review: Responsibility by Joop Remme , Stephanie Jones , Beatrice van der Heijden and Silvio De Bono ( Oxford : Meyer & Meyer ( UK ),","Gary Ferraro",2009,"Journal of Business Ethics Education","95da4c25-528a-30d0-b43f-cc7d0c2f0291",NA,"Leadership, Change, and Responsibility, by Joop Remme, Stephanie Jones, Beatrice van der Heijden and Silvio De Bono, is reviewed."
"1176","Book Review : The Moral Leader : Challenges , Insights , and Tools by Sandra","J Sucher New York Routledge Thierry C Pauchant",2009,"Journal of Business Ethics Education","eb565272-f2d6-3634-a961-8ed910b4f4ca",NA,"The Moral Leader: Challenges, Insights, and Tools, by Sandra J. Sucher, is reviewed."
"1177","Book Review : Teaching The Moral Leader : A Literature Based Leadership Course by Sandra J . Sucher ( New York :","Joanne B Ciulla",2009,"Journal of Business Ethics Education","f5cf706a-b5d4-3cb9-9840-0b8cfd1f1860",NA,"Teaching The Moral Leader: A Literature Based Leadership Course, by Sandra J. Sucher, is reviewed."
"1178","So We Teach Business Ethics-Do They Learn?","Aaron a Buchko Kathleen J Buchko",2009,"Journal of Business Ethics Education","c74ef9c0-878d-33d3-8d6e-c23fd8322a1d","decision making education process moral development","A study was done with incoming freshmen, sophomore, senior, and graduate business students (n = 185) to assess the effects of moral development, gender, education level, and context on the moral choices in a simulated business situation, a potential hostile takeover of a fictional company. The results indicated that level of moral development did affect the decisions of students; however, main effects for gender, the level of education, and context were not significant. The results did find significant interaction effects between context and moral development and gender and moral development. Students with lower levels of moral development were less likely to consider the contextual situation when making their decisions. The effect of moral development was more pronounced for female business students than for male business students. The implications of these results for ethics education in business schools are discussed. [PUBLICATION ABSTRACT]"
"1179","Book Review of American Business Values : A Global Perspective , 6 th Edition by Gerald Cavanagh","David M Wasieleski",2009,"Journal of Business Ethics Education","6eec3c53-e6a4-3ebc-b378-f08ece6e2df3",NA,"American Business Values: A Global Perspective, 6th Edition, by Gerald Cavanagh, is reviewed."
"1180","Book Review : Business Ethics and Ethical Business by Robert Audi ( New paper , 164 pp .)","William C Frederick",2009,"Journal of Business Ethics Education","3f5c6ef1-4d85-3934-bac0-4cc6903934e5",NA,"Business Ethics and Ethical Business, by Robert Audi, is reviewed."
"1181","The Roots of the Global Financial Crisis Are in Our Business Schools","R.a. Giacalone D.T. Wargo",2009,"Journal of Business Ethics Education","4d4a7b3a-aae9-3e65-be2c-f3e6d2bd047d","1 and the resulting recesssion assumptions behavioral economics business ethics critique of business school economic even as the u government was rescuing the largest american banks and s teaching the global financial crisis values education","In discussing the $1 trillion bailout of the U.S. Financial Institutions, virtually every Member of Congress and almost every government official-including Fed Chairman Ben Bernanke and President Obama-has blamed the crisis on the ""greed and irresponsibility of Wall Street"". Almost all of the financial executives involved in the crisis, from CEOs to middle managers, are products of our business schools. Additionally, there is a high correlation between the recent unethical behavior of a number of multinational corporations and the number of MBA holders in their top ranks. As a consequence, many critics are convinced that there is something wrong with our business schools. This paper presents the causes and consequences of what ails business school students and graduates today: the toxic teaching of bad management theories. These theories- grounded in the assumptions of economics-include determinism and materialism, the cult of profit maximization and a pessimistic view of human nature as totally self-interested. By teaching these theories, business schools are inculcating values of materialism and greed that create a life-long pursuit of money and status. This makes it all too easy for business managers to choose expediency and short-term profits over ethical behavior. Further, these materialistic values create higher levels of depression, anxiety and psychological disorders as well as make our students less cooperative and more anti-social as individuals long after they leave academia."
"1183","Business Ethics Education for MBA Students in China: Current Status and Future Prospects","Zucheng Zhou Ping Ou Georges Enderle",2009,"Journal of Business Ethics Education","5a1e6bb6-13b8-31ae-87d2-a24f714d8a6b","business ethics china mba teaching survey","By 2007, 127 universities had obtained permission from the Ministry of Education of the People's Republic of China to run MBA programs. To gain a thorough understanding of the status of business ethics education in MBA programs in China, we conducted a national survey. This survey was begun in October 2006 and concluded in December 2007. Our goal in conducting this survey was twofold. We wanted to understand, first, the extent of business ethics teaching currently being offered in MBA programs, and second, the prospects for the development of business ethics teaching in the near term. Our survey results show that business ethics instruction is presently offered on a limited scale, and there are constraints impacting business ethics education. However, we also discovered that future prospects for business ethics teaching are promising. [PUBLICATION ABSTRACT]"
"1184","Undergraduate Business Ethics Pedagogy: Writing Constructed Narratives","Michael S Poulton",2009,"Journal of Business Ethics Education","043ee574-b68c-30ee-bc98-b4314c38ccce","cases constructing case narratives undergraduate business ethics writing ethics cases","Business ethics materials are, by and large, case studies based on corporate policy issues or corporate malfeasance. Yet, many ethical situations are of a very personal nature and require personal responsibility. For undergraduate students who have not had any real exposure to a corporate environment or who do not have enough business savvy to realize what is unethical, the present article explores the use of ""constructed narrative cases"" to provide students with course materials that may increase their understanding of the personal nature of ethical decision making. The discussion focuses on the use of the short story as a model for developing such cases for classroom use. [PUBLICATION ABSTRACT]"
"1185","A Framework for Review of Ethics Instruction","James Haines Kanalis Ockree David Sollars",2009,"Journal of Business Ethics Education","c1da0190-03cd-378a-8e9b-5928b346aa8e","aacsb ethics instruction standards business ethics education community framework for ethics course curriculum ethical competence ethics ethics curriculum ethics instruction framework for review of goals of instruction","""Assessment of learning"" is a key phrase well known to all quality business schools. This paper presents a detailed description of the processes undertaken by one university's school of business to assess its ethics education learning environment with respect to internal values and goals, AACSB standards and expectations, and best practices established by external entities. This paper shows that generous resources are not the sine qua non of quality ethics instruction. There are many steps that cost virtually nothing, beyond focused effort, that a school can take to improve the quality of ethics instruction. This paper provides guidance and lessons learned for those who may be undertaking an extended review of ethics instruction. Many elements of this framework also may be adapted to a similar analysis in other competency areas. [PUBLICATION ABSTRACT]"
"1186","""Big"" Business Ethics Textbooks: Where Do Small Business and Entrepreneurship Fit?","Cathy Driscoll Mengsteab Tesfayohannes",2009,"Journal of Business Ethics Education","f455c76f-1025-3ad3-a230-bcc06f52a0ca","business ethics education entrepreneurship ethics small business smes textbook","We content-analyzed sixteen business ethics textbooks to assess the extent to which small business and entrepreneurship concepts appear in these texts. We found that scenarios related to large corporations and executive level decision-making dominate discussions and applications. These texts have very little to no coverage of small business and entrepreneurship and relevant ethical issues. We discuss this missing link and implications for integrating small business, entrepreneurship, and ethics into business ethics education. [PUBLICATION ABSTRACT]"
"1187","Teaching Meaningful Work: Philosophical Discussions on the Ethics of Career Choice","Michaelson Christopher",2009,"Journal of Business Ethics Education","260b56b1-9737-318f-8fa8-108f94e8fd0d","Business ethics Experiment/theoretical treatment Occupational choice Social responsibility Studies United States Younger workers","Meaningful work is an important but under-represented topic in the business ethics and management curriculum. One definition of meaningful work is that it enables self-realization and service to others while fitting what the market demands. This paper provides an outline for thinking about meaningful work by exploring the evolution of and conclusions from a teaching exercise on meaningful work. [PUBLICATION ABSTRACT]"
"1188","A Review of an Initiative to Introduce a Short Ethics Component into a Non-Ethics Course at a U.K. University","Patricia McCourt Larres Mark Mulgrew",2009,"Journal of Business Ethics Education","1d9833ac-1b59-3918-9cb2-1ed67252ee06","accounting students agreement with experts and ethical perceptions ethics component","This paper discusses the introduction of a short ethics component into a first-year undergraduate accounting information systems course at a UK university. The influence of this ethics component on students' ethical perceptions-where ethical perceptions are represented by the extent to which students' conclusions regarding unethical actions coincide with those of experts in the field-is then assessed using computer-based scenarios to represent seven categories of ethical norms. The ethical perceptions in each of the scenarios are then statistically compared between two groups of students, namely those who have studied the ethics component and those who have not. Results indicate no significant difference in ethical perceptions between the two groups across all of the ethical norms. Possible explanations for this result are discussed and implications for future ethics teaching are considered. [PUBLICATION ABSTRACT]"
"1189","Review : Business Ethics by Zhou","Wu Xinwen",2008,"Journal of Business Ethics Education","8b957855-bd3c-3a6b-9def-2594e5e741e4",NA,"Business Ethics, by Zhou Zucheng, is reviewed."
"1190","Review : Business Ethics by Ouyang","Xu Dajian",2008,"Journal of Business Ethics Education","142cc41c-f06d-32b0-a224-dc2a3ee52d12",NA,"Business Ethics, by Ouyang Runping, is reviewed."
"1191","Review : Contemporary Business Ethics by","Su Yong",2008,"Journal of Business Ethics Education","a347d1bd-c39d-3fbf-9337-9f86503a05b2",NA,"Contemporary Business Ethics, by Su Yong, is reviewed."
"1192","Methodology and Teaching Module Design in Business Ethics13","Zhang Zengtian",2008,"Journal of Business Ethics Education","03071d0e-3e4d-3a3d-92ca-262828936ff7","2410:Social responsibility 8306:Schools and educational services 9179:Asia & the Pacific Business ethics China Corporate responsibility Moral education Philosophy Professional relationships","An appropriate methodology for business ethics is to start with an examination of all the various relationships that arise in business. The two most important internal relationships in an individual company's social system are those between managers and owners and between managers and employees. The methodology recommended in this paper supports the inclusion of four modules in a business ethics course, each of which has its own core concepts. These modules are: 1. stakeholder management module, 2. corporate role and social responsibility module, 3. ethical principles module, and 4. corporate micro question module Business ethics methodology should start by sifting through the many relationships in which the company is embedded. It should then define corporate social responsibilities, closely examine corporate ethical principles and policies, and stop at guiding and critiquing corporate ethical behavior. Business ethics teaching should therefore consist of four modules: stakeholder management, the corporate role and CSR, corporate ethical principles, and ethical questions in micro corporate activities."
"1193","Review : Introduction to Business Ethics by Zhang Yinghang","Zhang Xingfu",2008,"Journal of Business Ethics Education","9c0f7f20-a7c3-3867-9bc9-5bdcd04ab703",NA,"Introduction to Business Ethics, by Zhang Yinghang, is reviewed."
"1194","Review : Business Ethics by Xu Dajian","Li Zhengming",2008,"Journal of Business Ethics Education","1cb9d055-2241-3a19-98dc-79e727bc1820",NA,"Business Ethics, by Xu Dajian, is reviewed."
"1195","Review : Introduction to Business Ethics by Chen Bingfu and Zhou Zucheng 1","Zhu Bixiang",2008,"Journal of Business Ethics Education","633ca015-720d-3b4b-b2d7-50b5f353ef1f",NA,"Introduction to Business Ethics, by Chen Bingfu and Zhou Zucheng, is reviewed."
"1196","The Basic Mission of Business Ethics Education","Zhang Yinghang",2008,"Journal of Business Ethics Education","2f0dbc40-304a-3d11-aabe-c757d8641b37","8306:Schools and educational services 9179:Asia & the Pacific Business ethics China Moral education Philosophy","Generally speaking, there are today two camps in China's business ethics academy, representing two bodies of opinion on this issue. One is the Critical View. This camp maintains that business ethics should make full use of its theoretical arsenal to rectify and restrain negative phenomena in business activities, such as the moral depravity and greed resulting from a doctrine of profit-above-all. Contrary to the Critical View is the Apologetic View, which argues that business ethics should provide theoretical justification for profit-seeking activities-just as our current ideology creates a moral defense for the market institutions that China has already chosen, and for the underlying principle that values efficiency and profits above all else The author favors a comprehensive moral system that incorporates multidimensional and multi-layered moral obligations and encompasses both common value judgments and the noblest aspirations. It should intrinsically unify comprehensiveness and progressiveness, realism and idealism"
"1197","Quality Control for MBA Business Ethics Teaching in China6","Zhang Dayou",2008,"Journal of Business Ethics Education","68549aeb-8afb-3a12-b7cf-986b8dede899","2410:Social responsibility 8306:Schools and educational services 9179:Asia & the Pacific Business ethics China Moral education Philosophy Quality of education Success factors Teaching","The School of Management at Xiamen University began offering an MBA-level business ethics course in 2002. Since that time, the school has conducted research into the key determinants of teaching quality in an MBA business ethics course, such as the course objectives, the topics covered, the teaching method, and the instructor. The teaching goals for MBA business ethics should not be set too high. The selection of teaching materials has a direct bearing on student understanding and therefore on the achievement of teaching objectives. There are a variety of methods for teaching business ethics, reflecting different objectives and materials. In order to handle business ethical teaching successfully, the instructor must be well-versed in basic ethical theories, general management principles, and classroom teaching techniques. He or she must possess the knowledge, technique, and experience to conduct debates, moderate discussions, and evaluate performance."
"1198","The Status of Ethics Courses in the Business School Curriculum","Wang Xinchao",2008,"Journal of Business Ethics Education","164e3672-5fe6-34c9-a87a-534d895d2d11","2410:Social responsibility 8306:Schools and educational services 9179:Asia & the Pacific Business ethics Business schools China Colleges & universities Moral education Philosophy","Given the current developmental stage of China's market economy, and its experience in borrowing Western ideas to solve emerging problems, they in the Chinese business ethics community recognize the importance of ethics courses in their business schools. Business scandals constantly come to light-infringements of employees' legal rights, poor product quality and deceptive advertisements, rampant environmental degradation, hostile competitive behavior, and so forth. In view of the knowledge base and social experiences of MBA students, they at Guanghua School of Management (Peking University) strive to develop the student's ability to pinpoint ethical issues in corporate management, analyze them, and solve them. Compared to other management disciplines, business ethics is more susceptible to hollow and impractical teaching. The university therefore feels an urgent need for more communication with international colleagues, to develop better cases and make their teaching more effective. To address these problems, the university must intensify research and academic exchange"
